,REF_AREA,TIME_PERIOD,EPS,EPI,GCI 4.0: Energy efficiency regulation,GCI 4.0: Environment-related treaties in force,GCI 4.0: Renewable energy regulation,CCPI_SCORE,A01T03_Domestic,A01T03_Foreign,B05T09_Domestic,B05T09_Foreign,C10T12_Domestic,C10T12_Foreign,C13T15_Domestic,C13T15_Foreign,C16_Domestic,C16_Foreign,C17T18_Domestic,C17T18_Foreign,C19_Domestic,C19_Foreign,C20_Domestic,C20_Foreign,C21_Domestic,C21_Foreign,C22_Domestic,C22_Foreign,C23_Domestic,C23_Foreign,C24_Domestic,C24_Foreign,C25_Domestic,C25_Foreign,C26_Domestic,C26_Foreign,C27_Domestic,C27_Foreign,C28_Domestic,C28_Foreign,C29_Domestic,C29_Foreign,C30_Domestic,C30_Foreign,C31T33_Domestic,C31T33_Foreign,D35_E36T39_Domestic,D35_E36T39_Foreign,F41T43_Domestic,F41T43_Foreign,G45T47_Domestic,G45T47_Foreign,H49_Domestic,H49_Foreign,H50_Domestic,H50_Foreign,H51_Domestic,H51_Foreign,H52_Domestic,H52_Foreign,H53_Domestic,H53_Foreign,I55T56_Domestic,I55T56_Foreign,J58T60_Domestic,J58T60_Foreign,J61_Domestic,J61_Foreign,J62T63_Domestic,J62T63_Foreign,K64T66_Domestic,K64T66_Foreign,L68_Domestic,L68_Foreign,M69T75_Domestic,M69T75_Foreign,N77T82_Domestic,N77T82_Foreign,O84_Domestic,O84_Foreign,P85_Domestic,P85_Foreign,Q86T88_Domestic,Q86T88_Foreign,R90T93_Domestic,R90T93_Foreign,S94T96_Domestic,S94T96_Foreign,T97T98_Domestic,T97T98_Foreign,GDP,TRADE,INTEREST_PAYMENTS,OIL_RENTS,FINANCIAL_DEVELOPMENT
34,AUT,2020,3.3055556,52.01566426758101,,,,44.74,825.9676,383.3141,649.9026,683.7421,4522.7757,3547.031,1214.1314,1066.8935,1819.683,1663.3517,2269.6811,3366.8977,1425.2947,436.5981,5675.8955,3504.7873,1086.6107,4582.6596,2089.0542,1928.0431,1131.6589,1350.1162,4203.4531,3050.9838,3212.0779,2719.2328,2400.6577,5113.9817,3292.6106,5992.1651,4410.2117,7718.7184,2378.6497,12460.6034,1835.7362,1822.945,2065.7742,1792.912,1298.6014,581.9677,1040.0682,738.0968,4314.0532,11262.8553,3855.6187,1485.331,671.2028,537.709,1253.8818,1020.0175,2205.5315,1675.2793,1182.091,648.7945,0.0,902.4258,1390.5955,1106.9559,930.3348,1468.3287,2466.1179,3705.3624,2171.5387,1931.198,1076.6307,790.4984,3124.0531,2345.1954,1311.7716,1537.8018,0.0,0.0,0.0,544.7878,873.781,469.843,0.0,616.1162,806.5951,531.0596,0.0,0.0,48716.40989,99.9482141095975,3.08426089791633,0.0172756920777442,0.621
35,BEL,2014,2.9444444,60.50245801665705,,,,64.65,100.8473,192.0484,112.553,51.6042,3839.3133,6834.2344,691.8259,530.4869,135.2203,709.4971,630.6321,1989.5638,193.4394,19207.1347,761.8932,19961.3171,361.4985,10375.046,628.4553,1383.3229,252.2696,1696.1208,2373.9859,11128.0287,326.6417,1586.8142,963.0685,747.4146,469.0936,1497.8321,480.6763,5760.2418,1157.5981,14599.2544,207.7709,479.3847,189.4861,879.558,327.5582,664.5316,201.5185,557.5801,2099.9297,15274.5296,2344.2082,609.0407,160.7382,1984.2597,658.0472,1605.9235,1048.1494,3505.4314,707.6684,335.9534,179.269,298.2831,391.1878,536.2105,1428.5889,2024.7596,168.6261,1396.6794,873.4721,1824.7099,26.8847,20.058,5164.1528,3541.0612,153.1133,7274.8131,0.0,0.0,63.2325,0.8898,6.4709,1.0594,54.7139,32.5079,43.0466,19.2891,0.0,0.0,47995.7787,158.571610953523,6.98614788452464,0.048118822461714,0.641
36,BEL,2015,2.8333333,59.12019426744531,,,,61.89,91.4818,209.8727,67.0722,40.6309,2891.8179,6841.6633,511.9566,584.7084,118.1217,693.7867,1063.6139,1141.8406,1162.5531,10286.9726,819.1569,15609.5941,357.1687,9105.0322,552.2938,1546.2222,185.2836,1443.0607,1914.4397,8846.1098,261.1411,1480.033,837.2019,694.3735,394.8933,1098.1659,488.1016,4082.6511,1393.6463,10067.5388,154.7735,433.0465,171.5953,1142.995,149.9679,240.168,77.9628,120.8059,1314.5931,13886.3998,1719.3226,635.0861,990.8797,297.2618,433.3778,1373.4214,843.5784,2849.6656,469.4644,246.3497,113.7263,200.4444,367.1999,447.796,1404.3419,1806.1996,152.3305,1131.3505,798.8826,1970.8682,39.564,34.1123,3806.0489,4607.8752,281.7286,5351.8458,0.0,0.0,46.557,5.6519,5.089,1.1188,45.4487,33.4964,25.4596,13.9746,0.0,0.0,40893.80454,155.068682045926,6.59931659134092,0.0157279649794816,0.684
37,BEL,2016,2.8888888,57.8935274170862,,,,68.73,76.2462,167.1881,65.3334,41.219,2757.2489,7137.1427,462.7423,404.4499,144.1066,590.6044,1037.5944,1055.8231,68.0678,10438.354,841.758,13239.1759,324.4918,10312.6709,806.8929,1408.1061,224.994,1191.0273,1173.5403,9584.3469,311.4962,1146.3995,903.0319,584.9333,383.1938,757.8934,638.8972,3544.2689,1155.5236,9782.7235,192.2849,386.7592,214.1538,996.6414,146.6481,329.1824,81.6333,98.6405,1723.4055,13643.6952,2654.5915,430.6182,1063.5514,738.2058,571.5852,765.4992,967.5813,2017.1132,541.9057,196.3731,109.7802,138.8903,313.176,424.981,1531.5137,1660.1222,184.9315,1292.44,847.5498,2016.878,49.8091,34.2142,4518.5027,4895.0141,334.7815,4527.469,0.0,0.0,50.7383,13.0234,5.6561,1.1794,47.5625,36.0926,23.3848,12.279,0.0,0.0,41854.54983,159.057696611945,6.42310251282992,0.0115678220486407,0.648
38,BEL,2017,2.9444444,56.31933190182066,,,,62.08,82.3523,166.3148,65.5958,40.7012,3165.8491,7439.2642,457.6265,228.5878,211.4761,524.4219,1207.4986,1141.1581,74.8023,12939.7028,973.0136,15975.9847,287.3781,13329.6916,906.1286,1295.3512,229.1127,1409.9894,2982.645,9329.6964,372.5643,707.4041,1037.7035,663.3603,437.1493,836.9768,839.5531,3571.6995,1394.8619,10387.3362,220.0536,409.2804,240.739,1154.6925,165.0799,333.7443,102.3887,124.997,1771.0289,13322.4277,2284.7773,577.6447,881.9923,361.058,587.6395,1138.2204,1288.1192,2140.2528,478.1631,188.9935,126.8803,114.0565,364.2971,373.2948,1398.8111,1707.0042,235.8535,1245.7418,1177.9179,2390.5799,47.4695,35.1173,4931.1808,4617.8367,594.6519,3067.2747,0.0,0.0,40.9835,15.8774,7.1897,1.3941,53.6175,34.1067,25.9601,13.1369,0.0,0.0,44035.32394,166.904078237791,5.54181713848729,0.0205164347675808,0.688
39,BEL,2018,3.0,53.02787560157238,,,,49.6,214.0757,232.5744,90.2394,56.3803,4445.0848,8376.0854,623.2573,197.8394,371.0552,463.9232,1075.1371,1148.0537,224.028,16350.8085,1375.3617,18982.9895,728.7566,14744.1396,1212.4791,1613.5379,494.482,1442.5934,3209.2391,9607.877,1062.0591,584.3881,1046.5524,559.0371,530.1132,1020.762,1078.6658,3893.1699,3540.7058,7084.0464,295.8129,699.0838,221.4721,1259.1787,220.8822,431.4713,372.3428,100.6687,3554.0262,14866.5754,3120.5277,799.3767,1076.5783,1093.9656,360.5191,2166.3266,1843.6683,2567.383,465.8164,238.7597,300.3673,143.1324,843.2035,579.0462,1593.52,1857.9212,865.8318,1798.4509,2468.2945,2491.9928,452.7375,34.3861,10139.965,3916.184,1131.6735,4980.4164,0.0,0.0,208.9372,4.843,41.7806,3.0736,174.9969,41.8365,86.4006,22.2482,0.0,0.0,47487.21004,168.277692877218,4.88758193488278,0.029217776231573,0.665
40,BEL,2019,3.2222223,52.84574613335746,72.77,89.66,68.71,50.63,240.3136,156.9853,64.2808,53.0384,3219.615,7258.7445,374.7471,268.7221,247.7389,423.5302,786.1705,1020.7829,69.2647,13704.1374,1191.9946,14003.1552,393.4219,15125.7065,952.491,1705.7732,388.641,1186.8116,1953.0799,9090.4783,544.7239,527.5894,1344.6392,904.1922,349.7538,1077.4214,851.4694,4195.78,1250.0222,10567.191,151.5037,552.0037,277.1866,1058.8112,190.2241,391.0498,111.0516,168.5982,1783.7195,12049.3191,1882.8854,796.9504,791.841,1494.1065,377.449,2166.1671,840.4176,2887.0581,507.1342,132.2972,129.7647,153.4068,312.6064,475.2859,1652.6419,1562.0413,323.0121,1778.2881,603.9925,2282.0352,34.1368,24.8732,8610.1243,3249.3171,477.8298,4667.0906,0.0,0.0,40.3272,3.1235,5.8451,1.693,48.0142,36.0449,20.481,15.0491,0.0,0.0,46716.62275,165.46547893199,4.73353844242441,0.0271254076077426,0.658
41,BEL,2020,3.4444444,52.48495936145122,,,,45.73,813.5743,615.4051,893.1366,723.3713,5886.178,8162.4521,1206.7878,1025.3085,1207.3475,1065.1883,1445.1337,1747.0824,944.6502,8510.9907,1917.9722,15302.5754,1498.7491,18176.4371,1744.3776,2594.8987,1223.0704,2267.6813,3268.1693,9520.7158,1344.9494,1603.9,2182.664,1627.8722,1258.6834,1727.0721,1510.2434,5129.1487,1763.7095,10501.5517,486.9977,677.1832,1025.8509,1622.0379,867.8827,850.6912,1231.6624,930.0542,4293.0578,14477.1876,3736.121,1351.2146,1685.2395,1021.0855,1139.9929,2029.9717,2334.6634,3308.2632,1430.7231,723.7648,985.5133,501.5983,1538.2832,1262.5554,1944.5157,2154.9191,1874.7995,2660.576,2741.8344,2923.0834,984.109,459.0984,8584.4828,4854.5085,2484.2785,3310.4874,0.0,0.0,971.2078,332.3466,636.1843,154.4234,860.6143,452.2459,752.0811,441.8573,0.0,0.0,45906.28758,156.950121282783,4.73452806027069,0.0147576977551149,0.641
42,BGD,2014,,22.218311567374347,,,,,125.6206,14.4501,7.8841,3.5942,1005.1533,183.9654,6380.7525,300.723,2.5889,1.3056,4.5855,2.3562,17.0572,16.762,17.6748,17.0976,24.9261,18.5105,32.242,6.511,27.828,7.4348,43.7067,8.8242,3.5157,2.5968,8.1562,25.3974,28.9633,20.5282,1.9988,13.502,0.361,3.8289,43.701,18.906,19.2187,10.1513,6.5885,0.8529,9.9063,0.6708,1192.3893,270.2976,76.5279,6.7551,153.0129,10.2406,86.8672,13.6902,38.502,9.3754,0.8652,0.0593,8.3183,2.2081,58.9512,13.6131,276.409,28.1942,132.1726,72.3803,67.6405,22.0791,9.1122,0.555,206.5428,44.6473,97.7109,23.6063,0.0,0.0,0.9074,0.0044,0.9724,0.0207,6.6506,1.0299,2.7978,0.1373,0.0,0.0,1094.461997,44.5140801968096,18.4370651150336,0.0959581611484122,0.255
43,BGD,2015,,21.488075379398726,,,,,120.9704,17.0597,7.0766,3.4288,927.5213,199.124,6524.0072,394.9611,3.0899,1.796,14.6412,8.6623,23.3717,35.9367,18.0518,20.088,26.8669,25.3303,32.9518,8.9667,18.4262,5.804,33.901,7.7677,8.3936,8.3223,4.6781,20.8835,25.8844,22.7418,4.9787,48.2097,0.3297,4.3236,71.2769,31.3982,18.8007,11.9714,7.2931,1.1049,10.2519,0.8373,1239.7805,280.836,74.4506,8.0443,159.3801,12.3694,80.6895,15.338,36.9577,11.5751,0.9225,0.0691,8.2842,2.6625,63.0578,16.5219,270.4856,30.0492,151.1659,96.4217,65.6127,21.1195,9.2494,0.7013,203.0161,47.2299,89.9327,23.6976,0.0,0.0,0.9017,0.0059,0.9877,0.0273,6.0112,1.0492,2.8743,0.175,0.0,0.0,1224.386477,42.0859963070382,20.4265885640651,0.0516183234195442,0.246
44,BGD,2016,,20.42842279523152,,,,,122.4754,18.1899,6.5589,3.0833,878.7547,196.8863,6651.1585,416.9793,3.2975,1.8216,4.0704,2.5143,8.7214,10.1325,17.1601,18.3131,30.0148,29.3095,29.5502,8.0367,21.7318,6.8726,57.7524,14.2023,4.3929,4.0999,4.7667,19.9967,23.198,20.2905,0.7747,7.8532,0.0973,1.4962,44.0798,19.6584,26.0278,17.8041,7.008,1.064,10.5769,0.8632,1335.9642,336.0552,77.0649,8.4824,166.2923,12.3257,75.9756,13.1883,36.3101,10.922,1.0389,0.0764,9.5366,2.9594,65.4606,15.9528,275.1996,22.256,166.8735,110.1798,68.3259,22.8421,10.3541,0.7784,206.5377,48.7646,97.5217,23.443,0.0,0.0,0.9962,0.0072,1.1054,0.0314,8.3944,1.528,3.1245,0.2032,0.0,0.0,1649.283809,31.3341501346142,18.4590815688377,0.0314940256004778,0.25
45,BGD,2017,,20.02715955923418,,,,,68.9092,7.8888,6.6523,3.0344,580.6667,128.3,8244.1988,506.1321,3.9865,2.2255,7.0502,4.2194,9.7176,11.6091,15.3379,15.7162,34.9645,34.4697,35.6025,9.6807,27.7154,8.8517,60.6171,15.2437,4.7385,4.154,5.0821,21.8329,23.8689,20.2362,1.3201,12.3913,0.1104,1.561,45.3447,20.8004,33.1909,21.9789,7.2576,1.1168,11.9631,0.9204,1479.2118,357.4282,85.9454,8.7652,175.8733,12.8365,86.5994,14.3739,38.0905,11.1925,1.0713,0.0801,12.8538,4.0472,54.4608,13.7911,192.2532,14.7666,170.2621,103.6505,109.0719,35.8213,12.3088,0.9758,245.423,54.941,116.5482,27.5181,0.0,0.0,1.1572,0.0108,1.306,0.0374,9.6394,1.8013,3.5442,0.2282,0.0,0.0,1811.082217,29.9997306724343,18.7004546302975,0.0460395273977644,0.284
46,BGD,2018,,20.934219375366055,,,,,250.8154,9.9987,13.1325,6.5025,574.1407,120.5321,8810.17,527.2403,11.8341,6.216,18.0798,11.0956,10.9843,8.3032,33.8787,32.9993,50.5119,53.8298,52.025,17.4924,43.1244,14.8616,57.0615,16.3535,15.254,10.1324,13.0517,30.9412,34.9321,29.0914,7.045,25.1872,2.219,3.8718,43.9245,21.9203,68.8246,32.7796,18.1461,5.6014,32.5047,5.0026,1713.0185,365.9399,160.0544,16.2317,186.549,22.3441,189.7449,26.019,75.9701,20.2181,5.8709,0.6204,50.8537,6.3748,69.2308,20.6496,154.9994,20.094,211.9492,111.0807,96.4765,34.9062,47.4189,4.6219,527.8336,90.4026,222.8776,44.0541,0.0,0.0,9.5275,0.0126,9.8739,0.1137,38.2552,3.6134,16.9814,1.157,0.0,0.0,1965.243727,32.5146317240884,18.0722402064144,0.0613027609024662,0.251
47,BGD,2019,,20.92509934673059,28.92,68.97,42.29,,146.1498,22.2085,8.229,4.4155,1028.024,219.829,8168.6702,533.5366,5.1048,3.1751,10.4763,5.4066,4.3684,4.5276,31.2439,29.7155,49.3901,37.5756,42.6612,11.8949,24.827,8.645,40.5818,10.2286,6.0229,5.6371,6.0383,22.5434,28.1737,22.3572,2.4736,18.8941,0.2416,2.4296,77.4957,24.0469,45.1709,29.5781,9.8586,1.6335,14.8847,1.34,1624.8206,409.8086,104.9102,9.3541,246.5383,16.6355,115.6111,20.8661,48.3861,12.9544,1.3271,0.0984,13.746,3.8915,61.1128,10.1406,161.4782,11.2429,216.1975,101.6172,128.3921,45.1426,17.641,1.7671,489.8991,125.5015,179.5277,51.1064,0.0,0.0,1.1277,0.0174,1.1905,0.0493,10.1639,2.6612,3.2624,0.2761,0.0,0.0,2129.79897,31.5780544912404,19.0400358921353,0.0401609167939213,0.247
48,BGD,2020,,21.14419651026349,,,,,1203.1539,184.5961,364.3805,202.3614,1416.2738,571.0389,11242.3325,1192.8503,410.6571,255.6695,453.3107,273.7412,300.9749,152.0669,484.152,354.4964,469.0637,328.5134,688.957,474.3551,611.1086,377.2445,336.6973,187.5092,448.3714,286.2637,415.4788,330.9486,486.0861,343.9712,344.6536,290.5858,137.5364,103.3139,306.1435,156.9033,585.5079,374.069,554.4848,294.1589,702.5425,282.431,3334.4099,1132.2212,985.7965,469.8842,961.1103,519.514,1087.69,579.1351,827.3455,526.4913,321.0613,51.6086,503.0043,88.5367,720.1738,447.9067,798.0441,441.4217,1007.4554,655.0189,918.022,649.7011,739.2536,246.0473,1776.4307,861.4867,1134.2111,718.997,0.0,0.0,357.5611,0.2985,373.3345,6.0855,565.7803,134.069,499.2426,66.142,0.0,0.0,2248.850788,26.271447376215,21.0903642354009,0.0164788319009585,0.244
49,BGR,2014,,52.0089565707867,,,,54.87,103.3569,41.365,221.817,565.1736,548.3242,702.8791,220.2392,532.4054,35.7002,115.9039,111.8313,105.3122,793.5369,247.7765,451.6752,591.652,200.9171,135.1786,195.9608,292.2073,60.653,396.5788,413.2939,2648.1526,173.4015,160.7048,79.6179,147.4162,235.9663,789.2908,408.1609,507.9444,43.3632,495.545,104.1474,16.7289,134.1251,138.3843,144.15,295.4136,57.0481,59.4164,710.1872,1252.8183,360.5142,338.6416,103.0876,37.3692,129.9357,5.5068,142.6131,198.1713,9.3582,8.2509,86.9613,246.9999,39.5033,87.3147,43.6608,203.8385,107.0367,408.3137,81.7788,230.0112,22.1392,56.0488,174.7597,419.3979,83.9316,97.6797,0.0,0.0,7.615,11.4881,4.3981,7.6567,26.4639,33.8637,6.2028,11.6925,0.0,0.0,8069.600057,130.248377115245,2.47530571753232,0.0309655080286577,0.349
50,BGR,2015,,50.99776664855185,,,,54.05,79.5423,43.1654,180.5122,416.9217,505.5955,578.4536,220.2581,395.5107,29.9958,93.3094,92.266,80.2723,640.229,29.6521,307.5869,510.0492,160.026,120.3366,168.5477,228.5626,62.3888,302.4546,386.2725,2541.4409,142.5997,137.2727,75.9813,139.1234,248.9184,564.533,307.9845,402.1917,21.59,439.326,101.9431,0.4947,114.1276,112.3108,131.9044,206.5547,49.2407,35.1141,592.4615,1237.6502,319.4817,319.494,58.4472,39.3053,115.5227,6.4621,121.6689,183.8572,8.7339,7.6192,65.2657,195.1576,36.2973,91.5308,38.2478,166.8489,105.0769,444.4904,65.5369,250.3221,16.7751,53.2384,165.8901,404.6156,66.3789,99.9413,0.0,0.0,5.3439,10.7047,2.9338,6.4414,23.3879,37.8263,3.08,31.619,0.0,0.0,7268.654455,126.73664221295,2.64863407440941,0.0148484893305972,0.362
51,BGR,2016,,51.731168473167486,,,,53.85,74.1754,45.41,211.2869,431.4685,521.9408,604.3228,225.182,398.7948,31.2172,91.504,90.7667,92.5558,557.6223,102.0051,286.043,437.9002,200.6085,82.1014,168.6531,255.866,57.1689,318.8609,444.3285,2317.3393,155.6859,125.8364,80.6112,155.6402,242.3315,633.7008,310.11,433.7423,17.6616,452.2475,105.9782,0.5284,124.2231,112.6392,116.0332,257.0489,41.9903,19.428,617.0385,1363.732,338.2105,345.8561,61.3763,6.6425,85.8228,6.6814,127.2033,180.5568,9.7433,7.2462,72.0365,193.5849,37.5051,96.5676,44.1198,163.7106,123.344,516.3108,77.63,262.551,20.1794,42.4909,185.3746,401.6359,70.1889,105.5677,0.0,0.0,4.944,11.7192,3.0765,7.4693,25.582,44.0739,3.1815,30.4421,0.0,0.0,7822.499233,122.805514356513,2.59567611548725,0.0107367793608996,0.37
52,BGR,2017,,47.644481525695184,,,,53.06,89.0304,50.9703,254.8447,504.1272,649.9569,688.9114,285.1886,437.2082,38.0958,104.9829,110.5117,106.9159,706.1607,162.3068,346.5866,511.529,207.2804,159.4604,202.9978,315.4468,67.162,369.845,478.4463,2910.6812,184.2706,152.2732,101.9189,194.3598,297.5083,765.0522,383.7765,529.3796,20.5992,516.1448,128.2863,2.4372,147.5767,144.2989,140.9133,287.426,46.4885,16.9378,756.9824,1608.4943,349.8729,342.392,84.8922,8.5153,97.5426,7.1838,132.2091,174.7039,9.7419,7.022,88.8708,180.6148,37.5044,98.5143,41.9504,163.3753,126.676,549.2427,90.7306,243.3164,20.7585,72.3589,186.8288,409.4859,68.7493,108.4948,0.0,0.0,4.3266,10.872,3.0344,7.9777,29.0007,48.1391,3.0528,37.3766,0.0,0.0,8696.689304,129.634429048004,2.35860196008974,0.0150539945411986,0.373
53,BGR,2018,,46.62561941278866,,,,45.35,107.08,57.4652,259.904,560.1029,694.2092,578.224,348.6415,545.0316,50.5938,119.3414,127.0178,128.5813,689.9425,165.9912,405.8006,584.3085,278.3423,209.3189,251.2843,378.5544,80.6458,438.8761,503.1686,3140.8245,263.7987,185.3867,154.6634,320.8592,307.2551,907.3254,550.0962,795.3988,42.4864,794.3589,122.059,7.0655,192.364,231.8324,183.4216,309.7628,85.7386,24.5542,1086.5415,1925.4521,607.4692,398.182,100.9743,14.8715,93.7631,85.0646,214.4034,225.1754,18.4689,12.2262,120.1889,243.4518,45.5061,137.17,19.1984,254.2175,179.2981,779.4052,158.5142,268.0823,68.2766,105.7138,332.2352,519.6958,122.7545,139.6701,0.0,0.0,13.1473,11.3483,14.8605,8.5499,87.0072,58.1715,9.5344,37.2837,0.0,0.0,9849.383972,129.166502930632,1.81354943511323,0.0215683047004454,0.371
54,BGR,2019,,50.32686598495485,71.69,93.1,82.57,48.11,86.0571,63.0303,212.4005,321.6983,709.4755,685.8956,334.8325,607.0906,39.592,121.0667,123.278,157.3833,742.8571,194.0356,432.434,554.69,233.5466,183.5847,230.3018,403.6017,53.1384,518.0698,277.1144,1835.7628,186.3716,197.6279,192.1519,213.2298,316.1931,988.4829,469.884,735.6884,40.4908,839.9993,145.4074,15.0726,205.8767,287.2378,160.9987,323.4981,40.7265,16.4532,873.5487,2011.458,428.6921,400.2891,91.1785,7.4322,90.4427,82.8176,153.3879,227.3019,13.2836,7.0167,93.0706,211.0335,67.962,88.1205,15.6414,263.7134,168.4698,872.2936,140.497,283.9388,19.2671,77.8423,233.1909,570.0926,81.8679,138.5448,0.0,0.0,1.9019,10.2044,1.7927,8.4098,28.9217,58.0885,2.3689,43.684,0.0,0.0,10353.72046,125.260418346411,1.47954217589571,0.0184983412131835,0.373
55,BGR,2020,,56.30626720180557,,,,40.12,763.3315,447.5502,848.4795,1267.8682,1554.8596,1177.5461,1056.8005,1107.6872,576.3044,542.4845,818.5375,767.2617,1013.2545,566.705,1214.5026,1199.3717,880.7186,692.3368,994.5938,1031.4885,822.5737,937.1964,795.3121,2321.0166,971.3126,744.8816,855.5383,810.2708,1113.5293,1434.0655,1156.1415,1303.1551,516.1159,1293.147,454.5526,176.9401,933.9682,907.0813,796.136,790.7833,827.7607,608.9127,2132.2504,2452.9918,1421.7635,1033.8993,655.8996,320.0165,756.7715,612.2033,983.2376,882.0169,477.7383,306.8554,137.3586,76.9948,668.9788,582.0577,593.0883,735.9871,903.2098,1394.3363,981.0175,1035.4212,670.057,528.9661,1062.5132,1218.83,779.151,691.7657,0.0,0.0,358.2034,147.2754,247.7554,78.3986,668.6797,483.205,299.4974,224.4443,0.0,0.0,10760.21198,110.423899846249,1.49985098350884,0.0096733360627292,0.377
56,BLR,2014,,35.93015643563755,,,,56.48,59.7909,13.1397,130.9023,127.0035,2971.6488,524.9195,252.9095,28.7164,177.9628,49.3181,179.0921,35.4131,575.2891,84.3447,3002.6209,804.9069,118.9926,102.6216,631.1339,234.4383,493.5441,199.774,441.4609,110.1719,292.6488,112.6667,265.5193,320.8992,699.3622,312.3585,1351.2147,528.4579,603.4901,313.3078,78.0459,30.0262,296.4252,99.8752,38.3497,7.8924,25.4351,3.6188,796.5291,248.1608,159.4973,23.539,625.1187,66.7812,290.0181,67.567,106.7753,57.2149,1.6649,0.4069,22.3365,9.3115,122.2504,34.4673,391.4623,51.0775,187.8218,92.4274,139.8618,60.2627,29.2592,5.7501,342.6866,99.1503,115.1567,41.5055,0.0,0.0,1.6374,0.0595,1.6,0.1137,7.3052,4.3449,3.5919,0.5263,0.0,0.0,8341.318093,110.651424367582,3.11598379564113,0.734771849347757,0.164
57,BLR,2015,,39.51666642383472,,,,54.54,49.011,12.118,83.3545,88.3374,2010.3565,456.4253,197.0378,30.0497,127.791,45.2266,119.3848,29.6044,427.0865,67.9084,2461.8329,788.8874,96.6543,90.4744,384.0002,191.3872,185.3361,105.5457,330.8429,99.7896,186.1219,89.0592,179.4225,244.11,443.764,265.5111,871.2185,456.8957,449.1094,239.8983,76.1509,26.5219,209.2198,78.3915,17.8021,4.2062,18.1134,2.7253,543.5475,201.8958,117.9384,17.8766,447.8782,56.5848,187.693,50.9027,80.4393,45.6157,1.408,0.4047,19.279,9.0708,107.7044,32.044,387.3047,44.4799,171.3935,93.7048,112.3363,63.4702,25.1822,5.4445,250.4415,89.5417,87.5808,37.4063,0.0,0.0,1.4125,0.0654,1.3733,0.126,6.8868,4.244,3.1461,0.5723,0.0,0.0,5967.055951,115.914826201946,4.80807704411736,0.439126030844868,0.16
58,BLR,2016,,42.33742929598519,,,,51.18,29.837,7.2172,75.8456,74.0397,1335.0861,338.3118,132.0955,21.6733,102.6895,39.7112,82.0956,22.6962,1047.7902,235.3702,1801.1654,630.4168,69.6004,70.6767,267.636,151.3983,142.637,88.106,227.6717,80.7524,135.0182,73.849,119.8974,178.3465,331.6752,215.2731,702.869,392.7261,299.8194,180.6765,76.5388,33.4789,179.0203,77.2877,15.2484,3.6032,16.8376,2.5517,436.5748,182.8897,110.7332,19.0964,461.6079,58.1368,141.9579,49.991,76.2353,56.0427,1.5046,0.4345,18.6715,9.4115,126.0516,37.453,446.9885,49.0346,100.2058,83.525,122.6945,76.4834,28.6837,6.7891,225.8906,86.4292,90.2535,42.4432,0.0,0.0,1.4634,0.0685,1.4082,0.1369,9.7789,7.9733,3.2898,0.5562,0.0,0.0,5039.775609,125.209322899662,5.69444863929591,0.386692377932086,0.167
59,BLR,2017,,44.99549495924557,,,,46.86,35.1354,7.8063,104.2806,113.293,1655.668,402.7015,155.2015,23.9497,132.0507,47.6712,98.0629,24.6006,1512.0766,314.3445,2254.0154,735.9582,88.5827,91.2826,316.2733,163.3867,259.4702,150.0497,282.6313,93.4298,170.3007,87.2101,146.532,211.8437,395.0219,239.6154,981.2522,488.7196,322.9901,183.0326,86.1834,30.4463,237.382,97.8186,17.736,4.1032,20.3633,3.2389,544.7998,212.9645,136.0686,22.2135,490.3964,60.2169,181.493,60.5039,93.7541,61.3643,1.7107,0.4719,22.0161,10.2769,149.139,42.0195,457.4202,51.3409,171.8614,100.3993,140.0269,82.8257,28.6254,6.0629,273.9907,97.7862,106.5477,48.0512,0.0,0.0,1.7211,0.0738,1.6333,0.1379,13.6202,11.349,4.057,0.6326,0.0,0.0,5785.544919,133.367754723012,5.38393529877477,0.509192771843037,0.156
60,BLR,2018,,44.344210555703924,,,,56.38,96.5538,10.7143,120.5133,116.6194,1959.5627,453.4382,181.6442,30.1734,158.9786,60.6631,144.5739,42.6365,1807.3676,384.372,2768.8461,876.7874,113.0206,121.2898,351.8903,197.864,296.2374,152.1944,296.0222,104.1617,203.0227,113.0135,197.3645,266.6302,464.6613,266.9473,1164.7843,537.1405,362.1474,213.7246,85.9667,43.0599,294.2506,111.7121,54.2344,15.9615,47.6231,9.532,793.0985,252.5196,248.3114,36.8701,627.3811,84.8141,220.7634,78.3359,121.0563,91.7037,8.3225,2.7895,62.3037,15.5878,192.9764,61.9297,478.4139,81.6708,196.2982,132.8562,168.3865,97.5881,69.6159,11.4322,358.3834,117.4976,162.2996,68.7098,0.0,0.0,11.6806,0.1699,11.6108,0.5044,28.6499,17.7672,14.839,2.9629,0.0,0.0,6360.037502,139.393736250171,5.17258744119016,0.81482381135107,0.153
