,REF_AREA,TIME_PERIOD,EPS,EPI,GCI 4.0: Energy efficiency regulation,GCI 4.0: Environment-related treaties in force,GCI 4.0: Renewable energy regulation,CCPI_SCORE,A01T03_Domestic,A01T03_Foreign,B05T09_Domestic,B05T09_Foreign,C10T12_Domestic,C10T12_Foreign,C13T15_Domestic,C13T15_Foreign,C16_Domestic,C16_Foreign,C17T18_Domestic,C17T18_Foreign,C19_Domestic,C19_Foreign,C20_Domestic,C20_Foreign,C21_Domestic,C21_Foreign,C22_Domestic,C22_Foreign,C23_Domestic,C23_Foreign,C24_Domestic,C24_Foreign,C25_Domestic,C25_Foreign,C26_Domestic,C26_Foreign,C27_Domestic,C27_Foreign,C28_Domestic,C28_Foreign,C29_Domestic,C29_Foreign,C30_Domestic,C30_Foreign,C31T33_Domestic,C31T33_Foreign,D35_E36T39_Domestic,D35_E36T39_Foreign,F41T43_Domestic,F41T43_Foreign,G45T47_Domestic,G45T47_Foreign,H49_Domestic,H49_Foreign,H50_Domestic,H50_Foreign,H51_Domestic,H51_Foreign,H52_Domestic,H52_Foreign,H53_Domestic,H53_Foreign,I55T56_Domestic,I55T56_Foreign,J58T60_Domestic,J58T60_Foreign,J61_Domestic,J61_Foreign,J62T63_Domestic,J62T63_Foreign,K64T66_Domestic,K64T66_Foreign,L68_Domestic,L68_Foreign,M69T75_Domestic,M69T75_Foreign,N77T82_Domestic,N77T82_Foreign,O84_Domestic,O84_Foreign,P85_Domestic,P85_Foreign,Q86T88_Domestic,Q86T88_Foreign,R90T93_Domestic,R90T93_Foreign,S94T96_Domestic,S94T96_Foreign,T97T98_Domestic,T97T98_Foreign,GDP,TRADE,INTEREST_PAYMENTS,OIL_RENTS,FINANCIAL_DEVELOPMENT
0,AGO,2014,,24.395940853116052,,,,,68.9824,10.5245,1595.4466,938.5891,166.2462,117.2473,123.1537,31.3626,3.0012,2.4284,17.5903,23.3763,215.9375,83.0452,44.3598,78.6311,11.0916,102.1132,24.3134,55.3186,4.5414,5.6275,32.4221,40.1334,26.2613,42.2881,80.5632,195.0816,64.8479,94.0949,179.0674,242.1656,142.8585,589.8436,7.2859,24.3818,28.9843,27.4643,210.902,80.998,336.6788,88.0594,467.9571,389.3778,57.9423,16.9882,235.1282,36.3393,102.385,41.5936,61.4139,56.0322,20.5993,4.1865,41.8319,25.9132,178.5279,48.4098,236.402,53.9199,95.3985,71.1262,180.6942,261.972,55.8993,11.7936,130.7876,93.3791,80.5487,63.0687,0.0,0.0,25.5199,0.6043,18.4862,4.0132,15.0997,4.6622,19.0948,3.8886,0.0,0.0,5649.687625,69.5801424481147,3.32653719268244,21.736607448329,0.131
1,AGO,2015,,22.427692068873654,,,,,41.073,5.9978,478.7042,214.5371,30.6848,26.0144,56.6659,16.9483,0.2374,0.2209,2.4253,4.6863,2.0228,0.8065,5.0917,13.6154,1.6605,23.4583,13.9711,47.0611,0.2961,0.4824,20.7748,34.0581,18.5207,39.3144,27.21,127.7233,37.6159,75.4652,95.4212,186.5203,79.7379,532.0933,4.0896,22.3731,7.2449,8.1403,35.3275,15.1309,116.4919,37.608,255.0977,257.6148,46.542,17.7033,144.8979,28.789,67.7766,33.8277,40.5077,53.5784,15.1372,4.1302,5.7087,2.1626,180.5287,58.1241,201.4964,56.5735,80.9402,80.9922,120.5053,227.3805,48.4584,13.837,104.3424,100.1846,36.5479,35.9534,0.0,0.0,12.7997,0.3406,10.4086,1.967,5.5418,1.5792,11.6778,3.0331,0.0,0.0,3641.728939,54.9793808779835,9.48574817746618,12.7187303090272,0.145
2,AGO,2016,,25.324425748920028,,,,,42.8223,5.7266,102.2253,39.9295,40.5021,37.8746,38.8537,13.0417,1.0556,1.0899,3.3973,7.1867,1.5422,0.5967,3.4722,9.8339,2.1042,28.2559,4.838,19.7418,0.4031,0.685,3.8658,7.7189,9.4045,21.2166,18.1446,102.1722,18.386,44.0979,69.0862,138.9776,41.0696,296.3247,1.5021,13.3108,7.4991,9.4524,14.2379,5.5983,61.5573,15.9732,225.1772,219.5751,27.9062,10.0158,135.9725,26.2307,59.254,29.8056,30.1112,36.9743,11.5806,3.2054,21.8168,12.4193,95.6457,34.5923,113.6187,34.0192,44.6461,50.5476,98.8536,180.643,28.069,5.8391,66.369,61.3072,37.9787,38.0439,0.0,0.0,12.9084,0.2439,9.2007,1.7138,7.0426,2.0909,9.7931,1.8008,0.0,0.0,2051.814621,47.0155661405313,13.7020911962502,19.7483988340046,0.151
3,AGO,2017,,32.126488281242736,,,,,50.5136,5.867,139.9203,46.3984,53.0422,40.0701,50.5325,14.3709,1.2014,1.063,5.0549,8.141,2.0312,0.6777,6.5517,13.5295,3.0866,37.1334,7.4156,21.7945,0.5264,0.7076,3.1145,5.0356,9.7019,16.4575,27.1204,101.5757,24.0927,42.8832,75.48,118.0619,43.6613,290.6774,2.264,12.096,9.5884,9.8308,18.9278,6.5409,71.0578,16.0589,291.3048,220.5478,34.7298,10.605,172.399,28.7409,69.8667,30.7586,35.5013,36.5018,13.159,3.0555,26.2832,13.1868,115.228,34.596,124.6983,31.5436,64.8133,58.7868,143.4752,192.485,32.5411,6.1328,82.8063,64.837,46.6052,39.4847,0.0,0.0,14.9547,0.251,11.4517,1.9127,8.857,2.3349,12.2325,1.9111,0.0,0.0,2790.718869,45.6643423539921,16.5402705579421,24.7110060055382,0.146
4,AGO,2018,,40.783304668089485,,,,,181.8584,12.0449,696.7309,304.3564,56.4352,42.5966,63.9139,20.5546,3.9519,2.8279,13.0883,17.2636,134.2844,52.6492,29.5319,60.1536,10.0451,46.8478,15.1919,31.7097,5.3132,4.7894,11.1885,15.476,20.1495,25.8198,30.2699,116.0087,30.0249,53.9908,79.7947,139.4911,42.0519,340.0898,7.1854,25.2675,23.3766,21.0782,158.5991,57.1344,275.0574,44.5889,361.376,235.7836,80.8897,20.6874,156.0722,32.5688,127.1102,39.8211,67.2145,48.2641,21.2936,7.075,70.3689,19.5456,73.1079,29.7662,80.0648,28.6527,47.4531,45.0255,108.9929,154.9809,88.6001,10.541,105.6357,60.8506,68.524,42.8834,0.0,0.0,45.7373,2.3353,22.093,6.2098,17.3226,6.4972,21.3459,6.3862,0.0,0.0,2860.093648,58.916480075976,20.5996010187756,30.7304027285905,0.141
5,AGO,2019,,47.529579367682054,10.62,62.07,30.0,,17.6665,3.0412,310.5444,151.2739,17.4426,17.1564,23.3761,8.077,0.2339,0.2517,3.3412,7.2286,79.8593,39.859,12.8093,34.3344,2.1309,22.0106,3.9664,17.3935,0.6314,1.1121,3.3432,7.12,5.8547,13.5433,9.9228,68.0883,11.4917,29.2698,37.3956,82.8129,22.0752,195.4991,2.671,20.0965,6.2772,9.1959,51.652,27.6523,58.3751,17.8072,124.3339,138.4722,22.0777,10.0876,115.9535,23.1703,44.7119,28.7696,20.0782,28.6081,8.05,2.346,9.8104,6.8166,40.05,15.3704,38.8833,11.9157,20.7208,27.2519,42.9759,91.571,14.057,3.1378,35.9316,35.2773,21.0487,23.4647,0.0,0.0,7.6761,0.1661,5.3191,1.0988,4.2227,1.2882,6.2786,1.2038,0.0,0.0,2493.678844,60.7148243336685,22.494038906987,27.504828641196,0.144
6,AGO,2020,,53.62075404600774,,,,,632.3526,259.6653,780.8013,553.5965,476.6638,379.8411,517.7164,354.764,123.2553,78.2115,278.2232,217.7587,331.3458,201.2813,350.0197,295.3517,323.9516,311.0448,302.7354,260.1038,142.2164,98.4759,205.2488,163.1574,317.5803,260.8659,434.4859,439.8215,393.6643,349.7598,490.5643,452.0368,513.0425,578.802,245.1906,232.5025,377.249,305.2322,474.6374,340.2429,672.0168,389.4055,756.3076,604.8918,468.523,295.2402,426.7193,231.8228,512.7281,320.6248,434.1243,340.1661,311.7899,174.0258,533.2332,335.1593,508.5265,363.785,509.259,356.2175,414.185,329.7643,490.178,424.1749,499.5994,229.5977,539.2345,406.0089,496.2957,380.9009,0.0,0.0,521.357,77.4863,491.98,206.4829,369.8471,194.3532,450.5239,209.8625,0.0,0.0,1759.356199,54.3442286847189,25.187180764127,18.5719595053837,0.143
14,ARG,2014,,41.44156749368646,,,,53.6,110.1998,17.033,340.8042,429.6389,1185.8106,519.6936,454.7661,60.2593,38.9158,11.2043,396.885,143.054,644.9941,227.7795,1187.2132,979.0499,450.8115,642.4894,366.235,277.1575,112.9937,83.2848,688.0714,261.7817,169.5161,114.333,500.0717,509.8942,223.6937,180.2729,630.6439,498.004,317.7972,3168.4204,29.3795,40.3505,104.0216,58.8098,265.0238,118.0875,478.3687,138.8623,629.2284,235.9182,524.8176,49.7842,32.53,6.6087,71.7318,24.3214,147.428,67.9203,28.5311,3.9648,74.7005,30.4578,70.208,28.2809,506.2531,82.3992,156.2871,121.7487,121.2577,441.8352,42.5727,3.9803,300.9535,118.4043,98.7842,72.7262,0.0,0.0,36.7777,0.4889,42.5621,5.821,27.3319,17.5067,42.6429,4.7136,0.0,0.0,12233.14441,28.4067936452275,8.53190556024392,2.09270565105548,0.302
15,ARG,2015,,42.66895677541952,,,,49.61,92.2954,17.0887,281.0803,358.8339,1073.7581,437.4374,373.8699,59.5446,34.4898,11.3351,345.5824,139.7921,615.69,217.3492,1088.5319,813.0813,418.4217,530.6767,342.3649,276.4937,105.649,85.0291,540.6197,229.28,154.7505,115.6466,565.3437,567.1261,198.0581,180.0313,565.457,453.8767,380.9338,2456.7258,24.4098,42.4923,95.2953,61.2147,236.4894,116.8722,411.9724,100.7083,663.6299,237.2808,467.7981,54.6324,28.5389,6.7642,65.7574,24.9789,137.0098,71.6881,25.3103,4.2451,68.8108,32.8321,67.3583,31.5587,478.0918,84.7514,146.2861,136.8989,109.8225,480.317,39.79,4.5229,295.9515,130.8543,90.3365,78.1675,0.0,0.0,30.5325,0.4989,39.8096,5.643,24.5156,18.3224,38.431,4.9303,0.0,0.0,13679.6265,22.4862260889792,8.32315211040757,0.693912054976671,0.288
16,ARG,2016,,41.46792598269426,,,,48.34,84.3993,14.8627,249.7762,349.7762,897.1681,444.0115,301.4297,53.2652,29.9279,10.6994,289.3606,129.599,577.4913,216.6653,990.8468,755.8061,371.3533,487.0178,251.1144,234.5235,85.727,76.8652,458.4937,222.2517,128.5531,109.6945,353.8812,446.0695,142.9782,155.4062,472.3632,406.3819,200.837,2492.0633,20.2683,39.185,75.0667,54.5045,281.1973,128.6627,328.1482,88.7414,585.7656,233.9071,432.442,54.8933,30.6577,7.466,66.932,24.1375,132.9746,74.6179,23.6313,4.3177,63.5219,31.4421,60.6937,31.666,414.8984,84.3008,132.2624,145.2433,97.8904,426.9638,37.9361,4.5326,261.7461,130.7015,80.5355,74.8703,0.0,0.0,30.2624,0.5115,39.9301,5.4834,23.7318,17.6312,37.6832,4.7724,0.0,0.0,12699.96231,26.0938878488799,13.9565149181762,0.549552011638029,0.307
17,ARG,2017,,40.29457513335569,,,,53.15,102.0041,18.4678,254.4419,391.9371,1142.6823,503.2637,334.8754,57.7397,34.7849,12.2707,342.2963,143.6564,742.5739,284.9239,1165.8039,790.8673,455.6721,504.201,279.7218,254.5586,107.6484,89.389,574.9961,266.6826,149.0681,122.0168,434.7052,502.7985,155.4877,171.9498,621.0374,476.8232,267.951,2753.4529,24.3926,44.802,86.8219,60.7243,357.7744,152.8187,424.926,100.5215,737.1507,258.0282,552.0979,65.1096,39.7561,9.1619,83.2597,28.5229,163.5528,86.641,27.4928,4.7374,82.9389,39.037,77.414,37.2208,496.7684,92.6989,164.038,167.0034,129.5417,459.2882,45.2388,4.6753,322.3175,146.0837,101.4224,90.4767,0.0,0.0,35.4549,0.6463,48.0548,5.743,27.5583,19.9676,44.1863,5.1895,0.0,0.0,14532.50093,25.2896011376779,11.8066620522456,0.663565866238942,0.328
18,ARG,2018,,38.30972955688857,,,,41.21,388.9987,25.348,405.5108,459.4932,1066.7362,518.5209,283.0379,50.7666,54.2796,16.4569,318.6359,161.0546,758.0991,289.7548,900.7598,881.5066,311.1575,570.5269,304.9117,276.3155,124.2793,86.8181,631.2887,293.8533,202.8708,125.2389,327.3875,477.0589,144.3052,171.443,321.7207,403.1815,209.9222,2725.2176,32.3521,52.3689,95.3216,53.2077,427.4536,153.5071,712.4768,116.9511,909.7547,262.538,836.3755,86.0272,21.3629,8.7309,175.9679,37.8545,227.3179,99.0453,41.2872,10.488,186.6405,38.8621,130.3956,68.5571,916.6398,189.7008,143.7962,108.4331,157.5678,619.153,171.6731,13.2552,331.6104,123.6103,119.5568,76.8394,0.0,0.0,99.4183,3.2715,202.2433,11.0467,51.6781,24.5879,80.8089,8.6338,0.0,0.0,11752.79989,30.7625359549926,16.4774283123674,1.31095340723836,0.316
19,ARG,2019,,38.577969471112105,34.08,79.31,59.0,49.01,82.0,20.3454,241.4357,349.1721,834.3456,350.9859,178.6303,37.2787,26.052,9.8256,318.9766,141.5432,615.3873,241.3753,1020.4577,696.7835,416.7824,461.4943,259.3947,254.2275,77.8893,71.5683,434.521,204.5207,116.3283,106.4257,204.832,391.884,123.0779,150.1481,259.3444,337.462,174.3259,1818.7331,19.0877,37.8922,48.1257,41.9972,255.0667,116.4734,273.7111,86.7879,459.5986,189.6823,503.6701,71.8662,27.6487,7.8169,88.3583,36.7576,134.8255,81.2214,31.4397,6.1497,44.5627,32.08,100.9688,52.5976,1058.0602,195.6083,131.7658,111.7793,51.0014,499.0045,35.7912,6.076,193.9585,103.8706,70.2496,72.5776,0.0,0.0,15.7973,0.4144,23.829,6.102,11.834,12.5661,16.3899,2.9479,0.0,0.0,9955.974787,32.6306150458499,19.542362717226,1.29099565501431,0.276
20,ARG,2020,,40.20937596688941,,,,43.77,1172.2258,371.5145,793.6241,762.2038,1601.3659,968.7823,750.2381,424.5647,523.062,354.5882,885.3718,638.2058,1037.8419,546.8857,1392.1137,1197.1984,911.9511,987.704,818.7807,691.1528,632.9301,512.8166,841.0051,600.6662,706.9538,531.9624,728.1253,811.4497,543.4768,504.858,836.3777,792.7443,676.5399,1779.0173,384.56,346.5733,586.8908,454.9421,844.5813,549.3156,1196.3983,541.6547,1281.8252,719.9082,1174.4438,497.2393,179.1684,96.53,431.749,303.5268,603.7716,462.9008,409.4913,245.1096,683.4136,410.7182,571.5819,434.464,1176.3889,607.5511,705.388,590.1733,615.9608,811.1536,701.7996,354.9858,839.8716,619.2994,685.2666,553.3023,0.0,0.0,694.274,166.3894,762.1166,309.9037,476.9831,346.8855,584.2199,290.2203,0.0,0.0,8535.59938,30.203698807416,11.0831741282416,0.677055565819106,0.314
21,AUS,2014,2.6944444,35.28714629400683,,,,41.53,145.5677,660.7576,2287.785,2993.5115,1144.6505,1333.849,156.934,58.1217,151.9141,26.0077,519.2395,302.7195,3109.7465,834.6833,941.9886,1416.8406,115.2783,1229.8302,529.2506,564.7915,431.3713,252.6651,2653.0854,1092.5408,676.4988,741.5092,0.0,1236.6155,187.6321,513.98,391.4505,1203.3814,104.6961,2205.355,1334.4632,435.1282,706.7143,819.0416,543.5108,624.3923,3988.7337,4510.5517,2621.6565,3871.8938,1352.3089,153.0023,438.9856,45.2904,744.2554,126.0168,413.9896,71.3325,479.9644,37.328,192.5275,852.6585,619.1325,241.6173,1297.558,101.1536,747.3676,488.8412,1021.5083,1064.6863,124.4591,499.2448,990.2019,1697.8098,648.4554,713.9073,0.0,0.0,107.4913,39.4486,113.5093,505.3246,233.9829,182.0228,88.6935,21.5633,0.0,0.0,62817.20618,42.2993095385282,3.50905964683905,0.488872500922202,0.903
22,AUS,2015,2.6944444,35.8693093875795,,,,35.57,141.169,92.6973,1417.2685,2840.9901,846.27,907.8602,118.3095,56.2869,126.6355,24.1159,455.329,311.3666,1335.7478,539.0355,508.468,1118.642,56.6102,748.2714,423.1458,554.3792,329.1757,278.4906,1917.4187,881.8263,485.587,659.3149,0.0,1162.3717,97.0057,519.9434,184.2228,1090.7002,79.4813,1960.5564,759.8057,422.7828,537.3493,913.4581,451.5658,729.2662,3080.9145,3047.3092,2054.0503,2946.8249,935.6679,156.9113,291.6975,37.842,544.1401,131.4024,312.6784,100.754,398.9817,48.5867,160.5605,533.5266,489.6718,260.6988,1122.8356,123.7287,655.3786,563.0068,849.0311,954.5054,146.6426,203.7161,829.5091,1320.9027,447.5036,614.5885,0.0,0.0,104.8074,35.3897,109.1682,294.127,186.316,175.7207,74.8637,23.4983,0.0,0.0,56970.3613,41.4947506939901,3.85096907733802,0.197899254363141,0.921
23,AUS,2016,2.6944444,36.831206486292224,,,,36.56,153.3554,91.4985,1586.4923,2539.9846,794.3881,754.5761,110.6809,52.476,126.1594,22.2651,397.2827,313.2445,866.862,323.2848,335.1398,931.8761,87.8601,797.077,380.3469,518.8031,275.029,241.8412,1389.3731,691.4803,506.737,731.362,0.0,1358.144,91.9466,538.7279,160.5353,1012.5387,33.4459,1490.2121,903.6199,462.9391,492.7456,943.0848,383.8134,579.7243,3115.6291,1949.8286,1837.3387,2805.0016,819.8632,150.077,234.989,29.6153,492.5354,116.0358,297.3563,94.1217,376.5483,45.1816,168.4118,554.0568,452.7996,262.2519,1092.7107,113.4772,632.1276,566.5995,803.619,971.2837,141.2834,213.8663,777.9603,1263.3874,427.0912,610.997,0.0,0.0,117.3101,59.0959,127.9485,31.4252,195.5013,181.637,80.9968,23.4453,0.0,0.0,50084.44406,40.813402217321,3.91562689998135,0.173168975942925,0.913
24,AUS,2017,2.75,35.86461030401725,,,,40.66,169.4186,107.9883,1795.0612,2979.4033,956.6837,929.4934,114.2639,52.8821,132.9022,24.9595,412.9799,325.7835,967.839,362.9321,454.2057,942.1476,49.6788,951.0307,424.7904,564.5453,312.705,256.8096,2117.297,1082.0334,509.471,764.5196,0.0,1509.8554,97.8422,547.419,183.8538,1079.8458,27.6117,1377.7267,995.9362,477.8339,517.2065,1014.0666,561.6164,790.6549,3695.5796,2111.1385,2022.8949,2947.7837,957.5305,180.3393,285.9684,36.1593,548.0,119.0937,336.2338,109.0702,415.9922,46.2721,195.3144,642.2004,437.9205,272.7259,1254.1442,138.0261,690.7878,580.8048,947.856,938.5554,158.8126,187.9533,894.6378,1295.1647,461.2911,621.9126,0.0,0.0,130.7919,65.8868,138.2364,76.1551,220.2774,199.3226,90.712,25.7268,0.0,0.0,54117.54772,42.0354135251854,3.80461669991451,0.198665473505862,0.899
25,AUS,2018,2.8611112,36.026876006522436,,,,25.03,727.1483,121.109,2496.3224,3696.5392,1161.0359,1023.5283,130.1012,54.2333,223.7613,36.2844,394.2393,349.6312,1244.745,477.7051,434.258,1174.5995,91.4965,855.7942,517.252,615.5252,367.8218,256.1466,1484.177,772.9555,743.1473,825.5685,0.0,1663.7418,110.3835,622.9466,212.3789,1247.142,32.7694,1393.3922,934.4806,522.4554,743.221,1110.8759,784.6906,867.3554,6103.8947,2144.5013,2825.3765,3134.9861,1577.6966,207.5495,286.1938,50.1717,987.8215,158.2528,550.6006,126.0078,460.8346,58.6051,688.8831,683.8737,423.4225,300.346,1133.866,151.5385,842.4103,684.1015,1025.4076,982.4258,423.867,182.3468,1254.6317,1481.9996,734.1468,668.038,0.0,0.0,612.713,80.9447,764.3985,61.5607,659.9861,209.0849,304.4392,33.8074,0.0,0.0,57410.17373,43.5732253645218,3.70461492270932,0.264744671813473,0.887
26,AUS,2019,2.8611112,36.419888781812006,84.31,82.76,76.86,31.27,141.6484,123.4691,2340.9251,3190.4617,1179.4513,894.6901,110.2458,57.1664,119.7384,26.8561,430.0968,325.4685,783.9198,329.0796,452.2645,1158.2824,205.5796,800.5014,428.8549,540.8375,254.2054,228.543,2300.9119,911.3406,455.2057,650.3674,0.0,1614.1363,93.0541,648.4998,192.372,1289.7388,24.2506,1149.9461,981.6187,369.5133,534.8401,1248.8693,644.4448,1050.5134,3505.3813,1906.5225,1955.4018,3047.8896,1107.5528,212.1362,227.1506,33.101,510.2996,139.2715,316.4904,108.2058,377.7409,48.6654,151.729,632.6339,436.5975,315.8977,1211.1399,138.4017,833.5722,760.424,992.8597,1142.928,125.4196,220.6053,867.0209,1796.6019,433.2138,693.6962,0.0,0.0,95.2367,86.0684,97.3717,65.1792,168.9714,213.0863,63.3046,28.4898,0.0,0.0,55194.75851,46.0016827052171,3.49325109953996,0.229199447926395,0.882
27,AUS,2020,2.9166667,39.647426269642715,,,,30.75,1869.9493,698.2172,3500.3018,3185.795,1970.0196,1418.8898,708.3684,496.6373,875.0084,504.7402,1003.8456,875.2193,1389.3314,756.6175,900.9483,1459.9235,756.6429,1302.1585,1155.4915,1127.2632,1009.2155,781.7649,2435.7779,1174.2894,1804.1081,1532.869,0.0,1642.2162,677.0116,1191.5388,853.0649,1902.3903,604.3597,1670.9439,1311.2602,910.0827,1607.6904,1836.2956,1594.9173,1557.4176,9536.6323,2468.1975,4040.0624,3620.6599,2433.4842,756.497,690.4104,436.0241,948.6801,492.896,1238.6289,639.2832,1156.4886,562.8988,1746.5916,1166.5703,1039.2986,867.9183,1449.2599,613.3037,1484.3238,1262.0765,1669.4133,1618.386,1349.9563,793.7954,1969.1722,2320.1002,1610.7356,1418.8866,0.0,0.0,1426.4459,682.6237,2006.0743,673.0902,1403.6049,797.0502,954.1758,537.0195,0.0,0.0,51983.45237,44.499564103879,3.48613515816088,0.108188865636013,0.908
28,AUT,2014,3.1111112,59.88333884164868,,,,57.19,94.7032,38.2233,37.1953,151.9461,1873.9345,878.3207,230.5282,267.8507,274.675,346.3747,704.8572,1016.7764,1936.8315,4.5113,1983.5002,4719.2681,111.7611,822.0824,664.0885,687.3636,172.6594,408.4427,2337.2024,1158.7043,911.0318,857.7078,440.3945,965.1186,1028.913,1842.7682,1795.4464,3208.9658,934.247,5826.1016,472.7284,256.2763,1244.9819,629.9669,1026.5051,123.0486,721.7241,497.0076,854.5783,2957.6099,260.0546,237.1412,9.0605,1.4424,13.1865,917.1517,102.6478,156.4794,60.9072,82.6242,122.4073,279.7932,301.1973,84.0832,166.4868,663.4052,705.8096,521.047,1043.0599,685.2751,5.6177,250.7747,742.7132,700.3869,94.5993,426.8581,0.0,0.0,0.0,4.3171,0.0,36.27,77.6226,17.5942,58.494,14.1952,0.0,0.0,51314.97226,104.49673998926,5.26153220387811,0.0769140310885635,0.602
29,AUT,2015,2.9444444,57.4068938535705,,,,55.39,78.8232,38.4277,25.8292,119.5348,1393.6056,753.6376,161.2298,225.7148,235.876,315.59,646.9839,980.8876,954.985,17.9127,1565.4179,3520.3444,72.7858,728.9221,541.0524,613.6031,135.0381,317.8426,2057.6538,1029.7213,617.1015,735.4057,436.9519,959.7032,857.6684,1660.9302,1261.4296,2726.9034,762.4488,5001.5135,430.7015,199.5218,614.9431,601.2549,823.2883,144.8457,380.2126,513.3917,654.3813,2477.0603,163.8793,201.2933,9.0265,7.6467,8.8046,560.7862,73.6026,140.7176,39.4321,64.505,96.8557,264.1095,270.987,85.5569,129.1921,640.7564,511.968,496.6931,417.9978,631.7197,104.1279,59.3943,553.6737,421.7036,67.9088,339.162,0.0,0.0,0.0,10.2016,0.0,43.4111,64.2381,18.6276,48.9402,19.7366,0.0,0.0,43915.22802,103.11758174626,4.99839552172285,0.0340776955534437,0.604
30,AUT,2016,2.9444444,54.76761979328958,,,,50.69,82.7712,37.4882,31.3518,128.5426,1186.37,1178.9862,194.2699,230.3945,244.2927,351.6391,553.2358,924.0958,782.8647,3.0209,1446.2931,3031.3378,71.7309,697.2311,529.797,656.9432,143.8143,307.991,1798.0327,779.1842,633.1903,759.0377,566.1806,1140.8055,927.3763,1836.2453,1435.4805,2685.7252,786.7906,5175.3252,510.5615,166.1205,570.768,537.3516,698.4985,120.2814,418.1037,543.6792,719.0315,2684.8647,216.4707,225.0134,7.756,2.5048,9.0358,509.0266,97.4812,158.1212,57.3835,79.6022,113.8386,271.9503,285.3531,105.4885,131.2201,588.2604,547.7114,439.9203,575.5736,645.8184,83.5235,54.207,680.6178,342.0927,77.7795,396.3285,0.0,0.0,0.0,10.8022,0.0,59.1507,0.0,28.271,51.7503,24.2852,0.0,0.0,45061.49939,101.573494597172,4.57745173945013,0.0232518762283344,0.618
31,AUT,2017,2.9444444,51.73291293373118,,,,52.0,93.3445,38.7694,35.6124,150.3204,1318.6496,1267.0819,250.6666,235.1053,274.7552,376.0194,591.5634,1047.6127,1013.5658,3.306,1642.7162,3434.7064,72.3219,737.8871,591.0356,720.3238,148.5698,375.6345,2309.0198,1481.342,824.6578,915.6747,688.4516,1479.4734,924.0245,2628.7394,1693.6485,3040.6662,873.3664,5860.3982,606.6817,221.1468,715.9388,666.3723,692.6466,143.4812,346.1337,637.2911,773.8704,2899.6463,264.0118,276.2884,7.5171,3.8304,7.4906,586.3207,113.1423,180.2831,71.461,90.1267,130.3496,303.0715,308.5826,148.5996,138.9288,684.111,668.221,573.465,473.3657,660.8334,3.6302,131.9324,717.9115,455.1133,87.0394,413.3931,0.0,0.0,0.0,10.7512,0.0,84.6794,0.0,30.8023,58.6816,30.7567,0.0,0.0,47163.74258,105.556066755438,4.1179415960588,0.0301638333518207,0.609
32,AUT,2018,3.0833333,50.40674847518851,,,,49.49,220.5397,48.8252,72.9609,166.4227,1827.4542,1410.8236,370.2696,247.2461,555.1294,432.7137,579.4725,1145.2202,1362.1799,6.6598,1763.0649,4215.9431,72.2169,929.0714,719.1848,880.981,304.9633,476.1683,2606.3964,1522.7313,1305.0334,1115.4497,739.3638,1947.6636,944.965,2653.3626,1974.4453,3675.1643,864.5,7474.4259,563.3307,393.3055,1008.9001,732.3399,1132.9536,146.3759,1063.7349,748.0837,1812.886,3727.1777,698.7594,308.4629,14.9678,7.186,25.7774,783.055,272.0479,197.2365,131.2229,117.3844,0.0,358.743,335.4768,151.9167,154.4322,753.1518,1057.5847,755.8438,759.6221,687.2174,308.1716,210.7422,1346.5742,676.2497,40.2266,528.0035,0.0,0.0,0.0,18.6807,0.0,117.2478,0.0,56.226,160.8468,41.6609,0.0,0.0,51194.07498,108.377969971828,3.59812234792041,0.0426588456107289,0.63
33,AUT,2019,3.1388888,51.08257644897626,73.0,82.76,65.57,48.78,72.2398,41.9705,22.9299,154.2221,1463.5012,1332.7746,232.9768,209.422,310.0534,396.1561,583.0416,1028.2979,1314.1188,4.9258,1646.7343,4041.6559,87.1798,948.2496,623.3102,771.3075,123.1336,427.1756,2687.3938,1313.4341,921.8386,1030.7349,773.7531,1730.08,987.5171,2308.4308,1909.3662,3330.6993,1024.6516,7408.8808,502.5744,625.9673,596.3976,652.0985,593.2507,145.4486,632.9913,724.4765,539.225,3506.1493,241.8961,205.9881,6.789,3.8511,7.4687,876.3879,90.2177,193.5378,67.8053,89.6729,0.0,351.9199,370.4646,154.2646,109.7223,745.2686,1009.8742,867.5388,732.612,685.6474,69.2574,216.5551,984.2746,776.171,29.1585,475.1663,0.0,0.0,0.0,15.066,0.0,134.2522,0.0,53.5256,42.9991,34.1451,0.0,0.0,49885.99474,108.207284904426,3.16986622290645,0.0368255085399603,0.612
